Country Name,Country Code,Series Name,Series Code,2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Armenia,ARM,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,5853473811.88319,8521310859.02057,10947117374.7369,7921368482.11845,8398953235.4341,9080777287.09203,9592549594.72878,10304677963.8643,10623317720.1951,9466501412.73924,9300816603.79786
Armenia,ARM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.89235662459002,4.40736089644519,8.94995335353386,3.40676682683799,8.17636138473956,7.6500080785929,2.55802007757907,5.78966778544654,2.98130868933673,3.73169119261695,-1.40360755900906
Aruba,ABW,Forest area (% of land area),AG.LND.FRST.ZS,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333
Aruba,ABW,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,2063759858.73229,1954882073.6693,2342906855.25725,2159273448.44075,2007133003.90911,2034911520.02188,2161265484.1329,2280666903.02549,2399613890.24082,2522249629.03198,2529354467.23404
Aruba,ABW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.60802438784541,5.39256784475512,8.9559870517779,-2.13542872046934,2.07814071860782,4.31629742195207,0.627471992893334,-2.37206524252253,0.42144091888116,0.474763597342612,-0.931195987079616
Australia,AUS,Forest area (% of land area),AG.LND.FRST.ZS,16.9810213087226,16.951498900069,16.9219764914153,16.8924540827617,16.862931674108,16.9553102586465,17.047688843185,17.1400674277235,17.232446012262,17.3248245968004,17.4254877132405
Australia,AUS,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,576695257963.615,651610677277.619,801288562435.315,723505793425.478,885867961880.707,1078030136128.25,1213570395908.19,1245098361202.31,1142429849511.53,1054276443176.61,944781722944.122
Australia,AUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.55528773727028,2.32761128891476,4.35029854990047,1.77111716621252,2.91834002677376,3.30385015608744,1.76278015613193,2.44988864142539,2.48792270531403,1.50836672165921,1.27699094497328
Austria,AUT,Forest area (% of land area),AG.LND.FRST.ZS,46.6938439166263,46.7242123121667,46.7545807077072,46.7849491032477,46.8153174987882,46.8589190499273,46.9025206010664,46.9461221522055,46.9897237033446,47.0333252544838,47.0769510421716
Austria,AUT,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,281024077721.706,324031724013.164,361829036785.615,329533098236.694,325821885504.663,357567435730.879,337237306814.173,353223145019.373,362882977489.391,309294800582.466,325130220670.176
Austria,AUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.44154851119019,2.16855528800755,3.21595033239883,0.506308827696486,1.81353438995065,3.28657914875376,2.48567562177017,2.00015616900603,1.60581182954471,0.896563335260302,0.891591752655335
Azerbaijan,AZE,Forest area (% of land area),AG.LND.FRST.ZS,12.2751890799521,12.3311694441419,12.3862623597613,12.441808477161,12.4914658343012,12.6009956689008,12.7108265382661,12.8205035144388,12.9297085757836,13.0395340115892,13.1544115156647
Azerbaijan,AZE,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,11661776030.3724,17787707320.049,27771894604.8425,29804599009.3326,35043180150.478,42950857134.8027,48246071042.1628,52656198373.5618,57585097966.9231,43042461045.0466,29454926691.8482
Azerbaijan,AZE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.32892482863207,16.6997549618245,20.8490871772713,1.45704835970323,5.72687224669606,7.85833333333332,1.06621339720313,2.41571745279411,1.3734418153318,4.02768573742728,12.4433748584372
"Bahamas, The",BHS,Forest area (% of land area),AG.LND.FRST.ZS,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649
"Bahamas, The",BHS,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,9236192250.85228,9667837294.951,9717822491.04313,9117290789.03822,9145158227.29998,9150910394.47644,9720350965.4051,9448680216.4134,9850853577.53039,10297082625.9944,10407458081.7068
"Bahamas, The",BHS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.38982627439253,2.49257794939399,4.48955995375059,2.0627347345268,1.34402738392836,3.19878141660321,1.97336755976255,0.722414784530555,1.51375643050825,1.86148302863373,-0.346376929989402
Bahrain,BHR,Forest area (% of land area),AG.LND.FRST.ZS,0.621621621621622,0.633333333333333,0.644736842105263,0.664473684210526,0.68241469816273,0.698826597131682,0.716883116883117,0.737662337662338,0.75745784695201,0.77120822622108,0.79589216944801
Bahrain,BHR,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,12831028205.8624,15623404247.9336,17469763748.2909,15503025977.2654,17057341063.7906,15952734763.0503,21200861878.8036,21987210386.5387,22809624756.2745,23705313736.9268,25655048198.3799
Bahrain,BHR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.00746965452849,3.25666666666702,3.52600316363722,2.79551283550411,1.96188468334624,-0.400040697488052,2.75739669962976,3.30001156888438,2.64755321246194,1.8486274237498,2.78679347602047
Bangladesh,BGD,Forest area (% of land area),AG.LND.FRST.ZS,14.6050280402551,14.5804555581163,14.5558830759776,14.5313098256127,14.5067373434739,14.4991441960513,14.4915510486287,14.4839579012061,14.4763647537835,14.4687716063609,14.4687716063609
Bangladesh,BGD,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,69265458088.0998,77484504699.2015,90520968067.6615,101853504341.16,114700337851.479,127052230232.391,132689339339.308,148533435362.192,168292517694.331,190516253069.949,214724159772.443
Bangladesh,BGD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.76526117054758,9.10698496905381,8.90194489465157,5.42347236174678,8.12667639169919,11.3951651552399,6.21750422069284,7.53040640913168,6.99163889220856,6.19428022984986,5.51352572692992
Barbados,BRB,Forest area (% of land area),AG.LND.FRST.ZS,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977
Barbados,BRB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,3531246709.22335,3994664370.59803,4036244013.56525,3827496434.58836,3943064786.85424,3851642632.36646,3935892568.57335,3992402149.66727,4007546126.41925,4016263534.25191,4104182046.36671
Barbados,BRB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.30766262828941,4.03422982885069,8.1081081081078,3.64386189258338,5.82421853311865,9.43220240177216,4.53334753888771,1.81410436049101,1.76950322089726,-1.11278992510961,1.28192813061894
Belarus,BLR,Forest area (% of land area),AG.LND.FRST.ZS,41.8286480305958,42.0052143656266,42.1809543523474,42.3577363995702,42.5328483701491,42.5346212606574,42.5403772320218,42.5419401896426,42.5317653086864,42.5341662643242,42.9069698701401
Belarus,BLR,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,31758417573.9919,38638495951.5017,51518780981.8175,43015481200.2773,48083208434.4076,52174673726.9924,54741413264.732,61969508041.2873,65388946201.9407,46274723260.0402,38931652020.0682
Belarus,BLR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.99712903535588,8.42675273505308,14.8378764828254,12.9456563410401,7.7357480431251,53.2286983118173,59.2197360232518,18.3122610377873,18.1195543526734,13.5344897649735,11.8365807653497
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,22.4848745046235,22.5594121532365,22.6339498018494,22.7084874504624,22.7830250990753,22.7792602377807,22.7754953764861,22.7717305151915,22.767965653897,22.7642007926024,22.7642007926024
Belgium,BEL,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,340914014717.947,392551325448.009,431306825771.785,396222237832.48,395172885761.329,421483034049.135,410891903586.411,432083022262.133,442744264589.998,381307019790.413,390682492997.068
Belgium,BEL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.79120770070454,1.8230563002681,4.48944420508401,-0.0531456741253762,2.18929920422458,3.53208210722744,2.83966343445897,1.11309594027537,0.340002833356965,0.561429152790106,1.97385264653172
Belize,BLZ,Forest area (% of land area),AG.LND.FRST.ZS,62.1900043840421,61.8922840859272,61.5945637878124,61.2968434896975,60.9991231915826,60.4856641823762,59.9722051731697,59.4587461639632,58.9452871547567,58.4318281455502,57.9430074528715
Belize,BLZ,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,871286172.32602,871626276.698696,893768478.400937,971703114.282188,948399287.713253,1028447032.45153,1090096119.9114,1158681864.85851,1231107753.01526,1349944909.81942,1388913673.31699
Belize,BLZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-7.11376771265012,2.31808274642021,6.39443100250033,-1.10431044864355,0.917977378808885,1.60205615640199,1.30058074547858,0.509747768983199,1.2013996448106,-0.861584009427676,0.663427167917558
Benin,BEN,Forest area (% of land area),AG.LND.FRST.ZS,34.0116175948918,33.5681979425328,33.1247782901738,32.6813586378148,32.2379389854558,31.7945193330968,31.3510996807378,30.9076800283789,30.4642603760199,30.0208407236609,29.5774210713019
Benin,BEN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,6024673130.54213,7014358630.58618,8415973685.47589,8297569545.19428,8092548349.93561,9176217799.28261,9660107245.34456,11027802817.4052,11769996953.5502,10136365163.5886,10528628308.2962
Benin,BEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.78217696540374,1.29806813334154,7.94729876067859,0.896072355749072,2.20783532536522,2.70423907747279,6.74468253340715,0.428888888888863,-0.548757550948147,0.218785923536177,-0.794050173906725
Bermuda,BMU,Forest area (% of land area),AG.LND.FRST.ZS,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185
Bermuda,BMU,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,Forest area (% of land area),AG.LND.FRST.ZS,69.9313692053415,70.1918566518876,70.4523440984338,70.7128315449799,70.9733189915261,71.025211847732,71.0771047039379,71.1289975601438,71.1808904163497,71.2327832725556,71.2342701342282
Bhutan,BTN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,776576859.730672,1012360068.68219,1049535054.10313,1043235296.11461,1263352305.1888,1447534405.81181,1436969877.03727,1443380915.07397,1565354940.35173,1625361578.76824,1716612752.87894
Bhutan,BTN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.00045438022542,5.15611138758462,8.32716049382714,4.36112219119803,7.03638316073019,8.84898569946802,10.919656944683,7.00666666666705,8.27106093949327,4.54814395082202,3.21988689395718
Bolivia,BOL,Forest area (% of land area),AG.LND.FRST.ZS,49.7481417889781,49.5621009877227,49.3760601864673,49.1900193852119,49.0039785839564,48.808503646266,48.6130287085756,48.4175537708853,48.2220788331949,48.0266038955045,47.7713283485646
Bolivia,BOL,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,8882072874.16032,10157311638.3649,13518051314.0762,14474311886.3237,16006353000.4348,19043045220.3492,21009882446.9067,23858089976.5362,26382781259.0352,28016342091.736,29236215907.0905
Bolivia,BOL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.28239604802565,8.70560923578869,14.0068107702519,3.34645420142012,2.5032760584424,9.88446419823887,4.51560291399368,5.73640023719613,5.7666007457914,4.05961041135646,3.62321431764138
Bosnia and Herzegovina,BIH,Forest area (% of land area),AG.LND.FRST.ZS,41.1378125,41.12025390625,41.1026953125,41.08513671875,41.067578125,41.293515625,41.519453125,41.745390625,41.971328125,42.197265625,42.5099609375
Bosnia and Herzegovina,BIH,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,11875297971.9823,14197200231.6151,17473974495.826,15968866460.1849,15011379632.6838,15885437525.2414,14383689145.8264,15312693514.3064,15366942755.7564,13450264319.6746,14066684517.9681
Bosnia and Herzegovina,BIH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.12556615620285,1.50077710611539,7.42704310332954,-0.38146428245309,1.99621236745889,3.67124999999999,2.0526745200172,-0.093045683831828,-0.897194054194286,-1.03602303425476,-1.58409999999997
Botswana,BWA,Forest area (% of land area),AG.LND.FRST.ZS,29.839429710797,29.6306883348332,29.4219469588693,29.2132055829054,29.0044642069416,28.7957228309777,28.5869814550138,28.37824007905,28.1694987030861,27.9607573271223,27.7520159511584
Botswana,BWA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,7038657407.15169,7581490664.00017,7626576462.33766,7552161111.83361,9202620036.57174,11858048667.4025,10946280130.6534,10906792924.9481,12330874406.0823,10896306678.5285,11864599955.8912
Botswana,BWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,11.5552187914379,7.08099847172694,12.7021883920075,8.02729703109583,6.94887658743105,8.45987233408587,7.53690261091916,5.8846070705681,4.40225309243433,3.06203169580559,2.81495791361944
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,63.0982323818457,62.6255446786007,62.1528569753558,61.6801692721108,61.2074815688658,61.023328156743,60.8391747446202,60.6550213324974,60.4708679203746,60.2867145082518,60.0710325503043
Brazil,BRA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,939516295369.612,1190702193970.81,1424244650344.12,1435917117713.29,1861236135227.77,2210996274783.66,2090688860371.32,2134580660433.96,2110204625287.97,1563367061772.04,1557752462027.25
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.18356812896902,3.64127299102654,5.67859390284171,4.88803479876804,5.03872690108066,6.63644962213085,5.40349914037009,6.204310666401,6.32904015516142,9.02990102416129,8.73914352329393
British Virgin Islands,VGB,Forest area (% of land area),AG.LND.FRST.ZS,24.3466666666667,24.3266666666667,24.3066666666667,24.2866666666667,24.2666666666667,24.24,24.2133333333333,24.1866666666667,24.16,24.1333333333333,24.1333333333333
British Virgin Islands,VGB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,Forest area (% of land area),AG.LND.FRST.ZS,73.3965844402277,73.0740037950664,72.7514231499051,72.4288425047438,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825
Brunei Darussalam,BRN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,7596996242.83401,8927393342.41513,10344730840.779,8225690806.98686,10273753412.6699,12513468301.9823,13399429744.4902,13590144768.4559,13266413327.6282,10926361991.9189,10191288384.1767
Brunei Darussalam,BRN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.159888078345143,0.967774119525083,2.08498023715416,1.03571774271615,0.356869132017602,0.137911563169595,0.111766261400274,0.389205053123613,-0.207108731719878,-0.488347420743486,-0.278693265753062
Bulgaria,BGR,Forest area (% of land area),AG.LND.FRST.ZS,33.0682132007733,33.407605192892,33.7409078353743,34.0899042004421,34.4233603537214,34.6002210759027,34.777081798084,34.9539425202653,35.1308032424466,35.3076639646279,35.3813559322034
Bulgaria,BGR,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,28381787107.3468,34809537105.5192,44756299843.4469,42877991213.9155,41562995084.6292,47089955333.9395,45605708588.54,46652279994.4775,47988549383.8367,41775433725.2751,44464117680.0058
Bulgaria,BGR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.26159462769947,8.40253419005894,12.3487195994021,2.75320223914816,2.43899060504117,4.21990346601875,2.95456829831017,0.890093540913032,-1.41818380264842,-0.104633261008417,-0.798649886453611
Burkina Faso,BFA,Forest area (% of land area),AG.LND.FRST.ZS,25.2796052631579,25.0968567251462,24.9141081871345,24.7313596491228,24.5486111111111,24.3657894736842,24.1829678362573,24.0001461988304,23.8173245614035,23.6345029239766,23.4517543859649
Burkina Faso,BFA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,6012086801.3943,7004137837.79173,8614477731.62523,8434362088.25292,8677201104.65565,10009602637.2333,10801583105.9888,11617976227.7531,11920921047.0116,10197295033.0439,11105521186.4266
Burkina Faso,BFA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.33310856372217,-0.230627306273007,10.6597978997424,2.60817666368317,-0.764230734676734,2.7597672485453,3.81815240252386,0.533738507090537,-0.258089517535353,0.724838981070599,0.441041448058759
Burundi,BDI,Forest area (% of land area),AG.LND.FRST.ZS,7.55218068535826,7.55218068535826,7.55218068535826,7.55218068535826,7.55218068535826,8.2196261682243,8.88707165109034,9.55451713395639,10.2219626168224,10.8894080996885,10.8894080996885
Burundi,BDI,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,770885494.05859,711727491.687304,845147363.422321,972517066.462597,1255369369.3772,1358427261.68708,1600427745.31632,1716885593.21311,1898325412.12264,2227020038.99699,1882760711.87823
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.74542000214246,8.41206285772541,24.4069510353914,10.5554355299529,6.49326591473996,9.59216605979671,18.1610453065451,7.93795807492412,4.4053523418529,5.54468891259786,5.55768961400965
Cabo Verde,CPV,Forest area (% of land area),AG.LND.FRST.ZS,10.302729528536,10.3771712158809,10.4516129032258,10.5260545905707,10.6004962779156,10.6749379652605,10.7493796526055,10.8238213399504,10.8982630272953,10.9727047146402,11.0471464019851
Cabo Verde,CPV,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,914655002.091117,1283265330.9017,1486833221.77157,1445822176.21663,1365795761.36249,1544169634.69218,1451281159.90557,1558015800.34786,1543716077.93827,1341988711.40352,1400975584.25248
Cabo Verde,CPV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.36907687065552,4.41099704193491,6.77443546371137,0.991103480568126,2.07866470906422,4.47388342165027,2.54039644167111,1.50654285701402,-0.238778144990616,0.131187999024475,-1.40781637091703
Cambodia,KHM,Forest area (% of land area),AG.LND.FRST.ZS,60.4233967822343,60.314757534557,60.2061182868797,60.0974790392024,59.988839791525,58.0146612281894,56.0404826648538,54.0663041015182,52.0921255381826,50.117946974847,49.2359506004985
Cambodia,KHM,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,6425671112.38477,7685603397.74281,9176496841.87287,9086263058.1063,9759328101.18029,11146228237.1757,12151844172.4455,13288174707.7819,14298247840.8162,15283173041.1277,16872080482.4451
Cambodia,KHM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.81068550464307,8.70882770568048,24.0968519306051,-1.24171754189638,3.99639528107212,5.4784474961745,2.93431609293959,2.9416250954735,3.85568861424195,1.22393195511127,3.01913975139129
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,44.8039686065452,44.6565187958791,44.5090689852129,44.3616191745468,44.2141693638806,44.0957034968585,43.9772376298365,43.8587717628144,43.7403058957923,43.6218400287703,43.5033741617482
Cameroon,CMR,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,16744883837.7675,18859731449.6575,21355261083.4756,22607750126.5566,21657368966.3812,23721741640.9415,23148013433.7431,26342037968.6092,28931158675.9945,25952597364.4573,27412187164.6153
Cameroon,CMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.11757816019468,0.921402245650111,5.337806276275,3.04361847939997,1.27538046242341,2.93969946305094,2.73529677529537,2.05034718001742,1.85489850366776,2.67623531419902,0.874190383288843
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,38.7608750790522,38.7555239532479,38.7501728274436,38.7448217016393,38.7394705758349,38.7348640747569,38.7302575736789,38.7256510726009,38.7210445715229,38.7164380704449,38.7120133755838
Canada,CAN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1081126331258.83,1205354228011.48,1258775554885.88,1108895041977.38,1319188937866.69,1463521409526.73,1496181112296.36,1510717983042.1,1478416210354.17,1259385102882.88,1239650669567.05
Canada,CAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.00202539534156,2.13838399266843,2.37027067444294,0.299466803009284,1.77687154092629,2.91213508872355,1.51567823124521,0.93829189781521,1.90663590717873,1.12524136094279,1.4287595470108
Cayman Islands,CYM,Forest area (% of land area),AG.LND.FRST.ZS,53.35,53.2625,53.175,53.0875,53,53,53,53,53,53,53
Cayman Islands,CYM,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,0.276140861750087,1.32543575779667,1.18894845245606,2.16061146813395,1.27397911533384,-2.34752770165614,-0.625258358618114
Central African Republic,CAF,Forest area (% of land area),AG.LND.FRST.ZS,36.4746861857524,36.426530546727,36.3783749077017,36.3302192686764,36.282063629651,36.2339079906257,36.1857523516004,36.137596712575,36.0894410735497,36.0412854345244,35.9931297954991
Central African Republic,CAF,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1344506379.33499,1566598583.54396,1811501185.65627,1884863775.57041,1948415031.65929,2167218258.41977,2222615008.24105,1403093334.46577,1539530226.42413,1394256430.61294,1506109388.45291
Central African Republic,CAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.69526465773352,0.959917619457091,9.25895099417076,3.52126227238643,1.49102370047805,1.19447572449846,5.47829594346122,6.98879341970198,14.8986841797549,1.40297017136816,4.94543276106514
Chad,TCD,Forest area (% of land area),AG.LND.FRST.ZS,4.65311308767471,4.5877541296061,4.52239517153748,4.45703621346887,4.39167725540025,4.29002541296061,4.18837357052097,4.08672172808132,3.98506988564168,3.88341804320203,3.78732528589581
Chad,TCD,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,3919435631.23891,4965668860.50024,5641235015.96646,6851462220.82223,7788358533.9144,8517557022.08519,8826418418.79999,9208867307.54408,10014725094.7,8386630140.17016,7632259422.68175
